pubDate,title,link,category,start_time
2025/12/05,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106094?ima=1234&pri1=202512&wd00=2025&wd01=12&wd02=05,ラジオ,21:00〜23:00
2025/11/30,テレビ東京系「のぎ鍋」井上和、弓木奈於 ※ナレーション：中西アルノ,https://www.nogizaka46.com/s/n46/media/detail/106282?ima=2356&pri1=202511&wd00=2025&wd01=11&wd02=30,テレビ,24:45〜24:49
2025/11/28,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=28,Radio,21:00-23:00
2025/11/28,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、五百城茉央、小川彩、金川紗耶、田村真佑、筒井あやめ ※ナレーション：柴田柚菜,https://www.nogizaka46.com/s/n46/media/detail/106340?ima=2619&pri1=202511&wd00=2025&wd01=11&wd02=28,TV,26:00〜26:30
2025/11/28,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/106177?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=28,TV,26:00-26:30
2025/11/23,テレビ東京系「のぎ鍋」井上和、弓木奈於 ※ナレーション：中西アルノ,https://www.nogizaka46.com/s/n46/media/detail/106281?ima=2356&pri1=202511&wd00=2025&wd01=11&wd02=23,テレビ,24:45〜24:49
2025/11/21,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi, Shiori Kubo *Narration: Mao Ioki",https://www.nogizaka46.com/s/n46/media/detail/106339?ima=1225&pri1=202511&wd00=2025&wd01=11&wd02=21,tv set,26:06〜26:36
2025/11/21,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=21,Radio,21:00-23:00
2025/11/21,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/106176?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=21,TV,26:06〜26:36
2025/11/17,"TV Asahi ""Kyoccorohee"" Aya Ogawa, Satsuki Sugawara, Nao Yumiki (appearance on video)",https://www.nogizaka46.com/s/n46/media/detail/106334?ima=1225&pri1=202511&wd00=2025&wd01=11&wd02=17,tv set,24:15〜25:15
2025/11/14,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=14,Radio,21:00-23:00
2025/11/14,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi, Shiori Kubo *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/106180?ima=1225&pri1=202511&wd00=2025&wd01=11&wd02=14,tv set,26:30-27:00
2025/11/14,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/106175?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=14,TV,26:30〜27:00
2025/11/08,"TBS TV ""LOVE it! ""Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106304?ima=1225&pri1=202511&wd00=2025&wd01=11&wd02=08,tv set,05:45-07:30
2025/11/07,"SHOWROOM ""Nogiobi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106320?ima=1225&pri1=202511&wd00=2025&wd01=11&wd02=07,WEB,19:00-
2025/11/07,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=07,Radio,21:00-23:00
2025/11/07,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、小川彩、冨里奈央 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/106179?ima=2231&pri1=202511&wd00=2025&wd01=11&wd02=07,テレビ,26:00〜26:30
2025/11/07,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/106174?ima=4259&pri1=202511&wd00=2025&wd01=11&wd02=07,TV,26:00-26:30
2025/11/03,"TBS ""LOVE it!"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106303?ima=1225&pri1=202511&wd00=2025&wd01=11&wd02=03,tv set,08:00〜09:55
2025/10/31,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=31,Radio,21:00-23:00
2025/10/31,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、小川彩、冨里奈央 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/106179?ima=2228&pri1=202510&wd00=2025&wd01=10&wd02=31,TV,26:00〜26:30
2025/10/31,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/106174?ima=2128&pri1=202510&wd00=2025&wd01=10&wd02=31,TV,26:00〜26:30
2025/10/31,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105919?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=31,TV,26:00-26:30
2025/10/29,SHOWROOM「猫舌SHOWROOM」小川彩、久保史緒里、弓木奈於、愛宕心響,https://www.nogizaka46.com/s/n46/media/detail/106259?ima=3047&pri1=202510&wd00=2025&wd01=10&wd02=29,WEB,19:00〜21:00
2025/10/24,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/106174?ima=2128&pri1=202510&wd00=2025&wd01=10&wd02=24,TV,26:00〜26:30
2025/10/24,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=24,Radio,21:00-23:00
2025/10/24,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105919?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=24,TV,26:00-26:30
2025/10/24,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、小川彩、冨里奈央 ※ナレーション：菅原咲月,https://www.nogizaka46.com/s/n46/media/detail/106205?ima=2228&pri1=202510&wd00=2025&wd01=10&wd02=24,TV,26:00〜26:30
2025/10/21,日本テレビ系「さんま御殿」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106204?ima=2238&pri1=202510&wd00=2025&wd01=10&wd02=21,TV,19:00〜21:00
2025/10/19,"NHK Radio 1 ""Radirer! Sunday"" Sakura Kawasaki, Minami Umezawa, Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106220?ima=2151&pri1=202510&wd00=2025&wd01=10&wd02=19,Radio,20:05-22:55
2025/10/17,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105919?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=17,TV,26:00-26:30
2025/10/17,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=17,Radio,21:00-23:00
2025/10/12,テレビ朝日系「ドラマ「仮面ライダーゼッツ」」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106200?ima=2052&pri1=202510&wd00=2025&wd01=10&wd02=12,TV,09:00〜
2025/10/10,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105919?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=10,TV,26:00-26:30
2025/10/10,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=10,Radio,21:00-23:00
2025/10/04,TBSテレビ系「夜明けのラヴィット！」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106141?ima=2123&pri1=202510&wd00=2025&wd01=10&wd02=04,TV,05:45〜07:30
2025/10/03,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=03,Radio,21:00-23:00
2025/10/03,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105919?ima=2058&pri1=202510&wd00=2025&wd01=10&wd02=03,TV,26:00-26:30
2025/09/29,"TBS Television ""LOVE it!"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106140?ima=1844&pri1=202509&wd00=2025&wd01=09&wd02=29,TV,08:00〜09:55
2025/09/26,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=26,radio,21:00〜23:00
2025/09/26,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=3153&pri1=202509&wd00=2025&wd01=09&wd02=26,Radio,21:00〜23:00
2025/09/26,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105919?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=26,TV,26:00〜26:30
2025/09/25,"Fuji TV ""Music Generation 2-Hour Special"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106116?ima=2525&pri1=202509&wd00=2025&wd01=09&wd02=25,TV,19:00-20:54
2025/09/21,"Nippon Cultural Broadcasting “Nogizaka46 no 'No'”Satsuki Sugawara, Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106105?ima=2359&pri1=202509&wd00=2025&wd01=09&wd02=21,Radio,18:00〜18:30
2025/09/19,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、岩本蓮加 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105922?ima=2055&pri1=202509&wd00=2025&wd01=09&wd02=19,TV,26:00〜26:30
2025/09/19,"SHOWROOM ""Nogiobi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106117?ima=2813&pri1=202509&wd00=2025&wd01=09&wd02=19,WEB,19:00-
2025/09/19,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106094?ima=3153&pri1=202509&wd00=2025&wd01=09&wd02=19,Radio,21:00〜23:00
2025/09/19,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=19,radio,21:00〜23:00
2025/09/19,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105918?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=19,TV,26:00〜26:30
2025/09/12,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105918?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=12,TV,26:00〜26:30
2025/09/12,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、岩本蓮加 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105922?ima=2055&pri1=202509&wd00=2025&wd01=09&wd02=12,TV,26:00〜26:30
2025/09/12,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=12,radio,21:00〜23:00
2025/09/05,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：一ノ瀬美空,https://www.nogizaka46.com/s/n46/media/detail/106029?ima=2423&pri1=202509&wd00=2025&wd01=09&wd02=05,tv set,26:00〜26:30
2025/09/05,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=05,radio,21:00〜23:00
2025/09/05,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105918?ima=1402&pri1=202509&wd00=2025&wd01=09&wd02=05,TV,26:00〜26:30
2025/09/05,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、岩本蓮加 ※ナレーション：一ノ瀬美空,https://www.nogizaka46.com/s/n46/media/detail/106030?ima=2055&pri1=202509&wd00=2025&wd01=09&wd02=05,TV,26:00〜26:30
2025/08/30,TBSテレビ系「夜明けのラヴィット！」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106053?ima=2829&pri1=202508&wd00=2025&wd01=08&wd02=30,TV,05:45-07:30
2025/08/29,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105818?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=29,tv set,26:00-26:30
2025/08/29,"FM FUJI ""Silent Friday"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=2358&pri1=202508&wd00=2025&wd01=08&wd02=29,radio,21:00-23:00
2025/08/29,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、五百城茉央、伊藤理々杏、菅原咲月、田村真佑 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105921?ima=4348&pri1=202508&wd00=2025&wd01=08&wd02=29,テレビ,26:00〜26:30
2025/08/29,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105917?ima=2501&pri1=202508&wd00=2025&wd01=08&wd02=29,テレビ,26:00〜26:30
2025/08/29,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105435?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=29,radio,21:00-23:00
2025/08/26,"TBS TV ""LOVE it!"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/106052?ima=2829&pri1=202508&wd00=2025&wd01=08&wd02=26,TV,08:00-09:55
2025/08/24,テレビ朝日系「ナニコレ珍百景」田村真佑、弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106032?ima=3135&pri1=202508&wd00=2025&wd01=08&wd02=24,tv set,19:00〜19:58
2025/08/22,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105435?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=22,radio,21:00-23:00
2025/08/22,JFN系列（10局ネット）「FRIDAY GOES ON～あっ、それいただきっ！～」金川紗耶、弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/106011?ima=2150&pri1=202508&wd00=2025&wd01=08&wd02=22,ラジオ,13:30〜15:55
2025/08/22,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105917?ima=2501&pri1=202508&wd00=2025&wd01=08&wd02=22,テレビ,26:00〜26:30
2025/08/22,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、五百城茉央、伊藤理々杏、菅原咲月、田村真佑 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105921?ima=4348&pri1=202508&wd00=2025&wd01=08&wd02=22,テレビ,26:00〜26:30
2025/08/22,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105818?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=22,tv set,26:00-26:30
2025/08/22,"FM FUJI ""Silent Friday"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=2358&pri1=202508&wd00=2025&wd01=08&wd02=22,radio,21:00-23:00
2025/08/15,"FM FUJI ""Silent Friday"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=2358&pri1=202508&wd00=2025&wd01=08&wd02=15,radio,21:00-23:00
2025/08/15,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105916?ima=2501&pri1=202508&wd00=2025&wd01=08&wd02=15,テレビ,26:00〜26:30
2025/08/15,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105818?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=15,tv set,26:00-26:30
2025/08/15,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105435?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=15,radio,21:00-23:00
2025/08/08,YouTube「“乃木坂サンキューくじ！～夏の思い出の品プレゼント～”当選大発表会！」一ノ瀬美空、小川彩、賀喜遥香、川﨑桜、弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105991?ima=2339&pri1=202508&wd00=2025&wd01=08&wd02=08,WEB,19:00〜
2025/08/08,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、田村真佑 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105923?ima=2501&pri1=202508&wd00=2025&wd01=08&wd02=08,テレビ,26:15〜26:45
2025/08/08,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105435?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=08,radio,21:00-23:00
2025/08/08,"FM FUJI ""Silent Friday"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=2358&pri1=202508&wd00=2025&wd01=08&wd02=08,radio,21:00-23:00
2025/08/08,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105818?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=08,tv set,26:00-26:30
2025/08/01,"TV Tokyo ""Tokyo PC Club"" Ayano Christie Yoshida, Nao Yumiki, Runa Hayashi *Narration: Rika Sato",https://www.nogizaka46.com/s/n46/media/detail/105818?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=01,tv set,26:00-26:30
2025/08/01,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、田村真佑 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105920?ima=2501&pri1=202508&wd00=2025&wd01=08&wd02=01,テレビ,26:00〜26:30
2025/08/01,"FM FUJI ""Silent Friday"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105885?ima=2358&pri1=202508&wd00=2025&wd01=08&wd02=01,radio,21:00-23:00
2025/08/01,"FM FUJI ""Chinmoku no Kinyoubi"" Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105435?ima=0149&pri1=202508&wd00=2025&wd01=08&wd02=01,radio,21:00-23:00
2025/07/25,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、田村真佑 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105920?ima=2452&pri1=202507&wd00=2025&wd01=07&wd02=25,テレビ,26:00〜26:30
2025/07/25,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105885?ima=2357&pri1=202507&wd00=2025&wd01=07&wd02=25,ラジオ,21:00〜23:00
2025/07/25,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105435?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=25,ラジオ,21:00〜23:00
2025/07/25,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105818?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=25,テレビ,26:00〜26:30
2025/07/21,日本テレビ「乃木坂スター誕生！SIX」6期生、弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105757?ima=3150&pri1=202507&wd00=2025&wd01=07&wd02=21,テレビ,25:45〜26:15
2025/07/18,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105435?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=18,ラジオ,21:00〜23:00
2025/07/18,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105818?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=18,テレビ,26:00〜26:30
2025/07/11,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105818?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=11,テレビ,26:00〜26:30
2025/07/11,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105435?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=11,ラジオ,21:00〜23:00
2025/07/10,フジテレビ系「ミュージックジェネレーション 3時間SP」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105835?ima=2228&pri1=202507&wd00=2025&wd01=07&wd02=10,テレビ,19:00〜21:54
2025/07/04,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105435?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=04,ラジオ,21:00〜23:00
2025/07/04,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈 ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105818?ima=3435&pri1=202507&wd00=2025&wd01=07&wd02=04,テレビ,26:00〜26:30
2025/07/03,YouTube「【5周年記念】のぎ動画アワード」岡本姫奈、賀喜遥香、久保史緒里、菅原咲月、筒井あやめ、中西アルノ、松尾美佑、弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105834?ima=2228&pri1=202507&wd00=2025&wd01=07&wd02=03,WEB,22:00〜
2025/06/30,「『未恋〜かくれぼっちたち〜』Blu-ray BOX」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105408?ima=4747&pri1=202506&wd00=2025&wd01=06&wd02=30,リリース,
2025/06/29,"NHK Radio 1 ""Radirer! Sunday"" Sakura Kawasaki, Aya Ogawa, Nao Yumiki",https://www.nogizaka46.com/s/n46/media/detail/105736?ima=2323&pri1=202506&wd00=2025&wd01=06&wd02=29,Radio,20:05-22:55
2025/06/27,FM FUJI「沈黙の金曜日」弓木奈於,https://www.nogizaka46.com/s/n46/media/detail/105435?ima=4747&pri1=202506&wd00=2025&wd01=06&wd02=27,ラジオ,21:00〜23:00
2025/06/27,テレビ東京系「東京パソコンクラブ」吉田綾乃クリスティー、弓木奈於、林瑠奈、奥田いろは ※ナレーション：佐藤璃果,https://www.nogizaka46.com/s/n46/media/detail/105768?ima=3158&pri1=202506&wd00=2025&wd01=06&wd02=27,テレビ,26:00〜26:30
